order_id,participant,zone,type,side,hour,quantity_mw,price,mar,parent_id,exclusive_group,cross_border
CI_HYD_ROR_22,CIE,CI,hourly,sell,22,350,33,,,,
CI_HYD_ROR_23,CIE,CI,hourly,sell,23,350,33,,,,
CI_HYD_ROR_24,CIE,CI,hourly,sell,24,350,33,,,,
CI_GAS_FLEX_01,CI_IPP_GAS,CI,hourly,sell,1,300,60,,,,
CI_GAS_FLEX_02,CI_IPP_GAS,CI,hourly,sell,2,300,60,,,,
CI_GAS_FLEX_03,CI_IPP_GAS,CI,hourly,sell,3,300,60,,,,
CI_GAS_FLEX_04,CI_IPP_GAS,CI,hourly,sell,4,300,60,,,,
CI_GAS_FLEX_05,CI_IPP_GAS,CI,hourly,sell,5,300,60,,,,
CI_GAS_FLEX_06,CI_IPP_GAS,CI,hourly,sell,6,300,60,,,,
CI_GAS_FLEX_07,CI_IPP_GAS,CI,hourly,sell,7,300,60,,,,
CI_GAS_FLEX_08,CI_IPP_GAS,CI,hourly,sell,8,300,60,,,,
CI_GAS_FLEX_09,CI_IPP_GAS,CI,hourly,sell,9,300,60,,,,
CI_GAS_FLEX_10,CI_IPP_GAS,CI,hourly,sell,10,300,60,,,,
CI_GAS_FLEX_11,CI_IPP_GAS,CI,hourly,sell,11,300,60,,,,
CI_GAS_FLEX_12,CI_IPP_GAS,CI,hourly,sell,12,300,60,,,,
CI_GAS_FLEX_13,CI_IPP_GAS,CI,hourly,sell,13,300,60,,,,
CI_GAS_FLEX_14,CI_IPP_GAS,CI,hourly,sell,14,300,60,,,,
CI_GAS_FLEX_15,CI_IPP_GAS,CI,hourly,sell,15,300,60,,,,
CI_GAS_FLEX_16,CI_IPP_GAS,CI,hourly,sell,16,300,60,,,,
CI_GAS_FLEX_17,CI_IPP_GAS,CI,hourly,sell,17,300,60,,,,
CI_GAS_FLEX_18,CI_IPP_GAS,CI,hourly,sell,18,300,60,,,,
CI_GAS_FLEX_19,CI_IPP_GAS,CI,hourly,sell,19,300,60,,,,
CI_GAS_FLEX_20,CI_IPP_GAS,CI,hourly,sell,20,300,60,,,,
CI_GAS_FLEX_21,CI_IPP_GAS,CI,hourly,sell,21,300,60,,,,
CI_GAS_FLEX_22,CI_IPP_GAS,CI,hourly,sell,22,300,60,,,,
CI_GAS_FLEX_23,CI_IPP_GAS,CI,hourly,sell,23,300,60,,,,
CI_GAS_FLEX_24,CI_IPP_GAS,CI,hourly,sell,24,300,60,,,,
CI_GAS2_01,CI_IPP_GAS,CI,hourly,sell,1,400,85,,,,
CI_GAS2_02,CI_IPP_GAS,CI,hourly,sell,2,400,85,,,,
CI_GAS2_03,CI_IPP_GAS,CI,hourly,sell,3,400,85,,,,
CI_GAS2_04,CI_IPP_GAS,CI,hourly,sell,4,400,85,,,,
CI_GAS2_05,CI_IPP_GAS,CI,hourly,sell,5,400,85,,,,
CI_GAS2_06,CI_IPP_GAS,CI,hourly,sell,6,400,85,,,,
CI_GAS2_07,CI_IPP_GAS,CI,hourly,sell,7,400,85,,,,
CI_GAS2_08,CI_IPP_GAS,CI,hourly,sell,8,400,85,,,,
CI_GAS2_09,CI_IPP_GAS,CI,hourly,sell,9,400,85,,,,
CI_GAS2_10,CI_IPP_GAS,CI,hourly,sell,10,400,85,,,,
CI_GAS2_11,CI_IPP_GAS,CI,hourly,sell,11,400,85,,,,
CI_GAS2_12,CI_IPP_GAS,CI,hourly,sell,12,400,85,,,,
CI_GAS2_13,CI_IPP_GAS,CI,hourly,sell,13,400,85,,,,
CI_GAS2_14,CI_IPP_GAS,CI,hourly,sell,14,400,85,,,,
CI_GAS2_15,CI_IPP_GAS,CI,hourly,sell,15,400,85,,,,
CI_GAS2_16,CI_IPP_GAS,CI,hourly,sell,16,400,85,,,,
CI_GAS2_17,CI_IPP_GAS,CI,hourly,sell,17,400,85,,,,
CI_GAS2_18,CI_IPP_GAS,CI,hourly,sell,18,400,85,,,,
CI_GAS2_19,CI_IPP_GAS,CI,hourly,sell,19,400,85,,,,
CI_GAS2_20,CI_IPP_GAS,CI,hourly,sell,20,400,85,,,,
CI_GAS2_21,CI_IPP_GAS,CI,hourly,sell,21,400,85,,,,
CI_GAS2_22,CI_IPP_GAS,CI,hourly,sell,22,400,85,,,,
CI_GAS2_23,CI_IPP_GAS,CI,hourly,sell,23,400,85,,,,
CI_GAS2_24,CI_IPP_GAS,CI,hourly,sell,24,400,85,,,,
CI_GAS3_01,CIE,CI,hourly,sell,1,300,130,,,,
CI_GAS3_02,CIE,CI,hourly,sell,2,300,130,,,,
CI_GAS3_03,CIE,CI,hourly,sell,3,300,130,,,,
CI_GAS3_04,CIE,CI,hourly,sell,4,300,130,,,,
CI_GAS3_05,CIE,CI,hourly,sell,5,300,130,,,,
CI_GAS3_06,CIE,CI,hourly,sell,6,300,130,,,,
CI_GAS3_07,CIE,CI,hourly,sell,7,300,130,,,,
CI_GAS3_08,CIE,CI,hourly,sell,8,300,130,,,,
CI_GAS3_09,CIE,CI,hourly,sell,9,300,130,,,,
CI_GAS3_10,CIE,CI,hourly,sell,10,300,130,,,,
CI_GAS3_11,CIE,CI,hourly,sell,11,300,130,,,,
CI_GAS3_12,CIE,CI,hourly,sell,12,300,130,,,,
CI_GAS3_13,CIE,CI,hourly,sell,13,300,130,,,,
CI_GAS3_14,CIE,CI,hourly,sell,14,300,130,,,,
CI_GAS3_15,CIE,CI,hourly,sell,15,300,130,,,,
CI_GAS3_16,CIE,CI,hourly,sell,16,300,130,,,,
CI_GAS3_17,CIE,CI,hourly,sell,17,300,130,,,,
CI_GAS3_18,CIE,CI,hourly,sell,18,300,130,,,,
CI_GAS3_19,CIE,CI,hourly,sell,19,300,130,,,,
CI_GAS3_20,CIE,CI,hourly,sell,20,300,130,,,,
CI_GAS3_21,CIE,CI,hourly,sell,21,300,130,,,,
CI_GAS3_22,CIE,CI,hourly,sell,22,300,130,,,,
CI_GAS3_23,CIE,CI,hourly,sell,23,300,130,,,,
CI_GAS3_24,CIE,CI,hourly,sell,24,300,130,,,,
CI_HFO_01,CIE,CI,hourly,sell,1,200,200,,,,
CI_HFO_02,CIE,CI,hourly,sell,2,200,200,,,,
CI_HFO_03,CIE,CI,hourly,sell,3,200,200,,,,
CI_HFO_04,CIE,CI,hourly,sell,4,200,200,,,,
CI_HFO_05,CIE,CI,hourly,sell,5,200,200,,,,
CI_HFO_06,CIE,CI,hourly,sell,6,200,200,,,,
CI_HFO_07,CIE,CI,hourly,sell,7,200,200,,,,
CI_HFO_08,CIE,CI,hourly,sell,8,200,200,,,,
CI_HFO_09,CIE,CI,hourly,sell,9,200,200,,,,
CI_HFO_10,CIE,CI,hourly,sell,10,200,200,,,,
CI_HFO_11,CIE,CI,hourly,sell,11,200,200,,,,
CI_HFO_12,CIE,CI,hourly,sell,12,200,200,,,,
CI_HFO_13,CIE,CI,hourly,sell,13,200,200,,,,
CI_HFO_14,CIE,CI,hourly,sell,14,200,200,,,,
CI_HFO_15,CIE,CI,hourly,sell,15,200,200,,,,
CI_HFO_16,CIE,CI,hourly,sell,16,200,200,,,,
CI_HFO_17,CIE,CI,hourly,sell,17,200,200,,,,
CI_HFO_18,CIE,CI,hourly,sell,18,200,200,,,,
CI_HFO_19,CIE,CI,hourly,sell,19,200,200,,,,
CI_HFO_20,CIE,CI,hourly,sell,20,200,200,,,,
CI_HFO_21,CIE,CI,hourly,sell,21,200,200,,,,
CI_HFO_22,CIE,CI,hourly,sell,22,200,200,,,,
CI_HFO_23,CIE,CI,hourly,sell,23,200,200,,,,
CI_HFO_24,CIE,CI,hourly,sell,24,200,200,,,,
GN_HYD_ROR_01,EDG,GN,hourly,sell,1,300,33,,,,
GN_HYD_ROR_02,EDG,GN,hourly,sell,2,300,33,,,,
GN_HYD_ROR_03,EDG,GN,hourly,sell,3,300,33,,,,
GN_HYD_ROR_04,EDG,GN,hourly,sell,4,300,33,,,,
GN_HYD_ROR_05,EDG,GN,hourly,sell,5,300,33,,,,
GN_HYD_ROR_06,EDG,GN,hourly,sell,6,300,33,,,,
GN_HYD_ROR_07,EDG,GN,hourly,sell,7,300,33,,,,
GN_HYD_ROR_08,EDG,GN,hourly,sell,8,300,33,,,,
GN_HYD_ROR_09,EDG,GN,hourly,sell,9,300,33,,,,
GN_HYD_ROR_10,EDG,GN,hourly,sell,10,300,33,,,,
GN_HYD_ROR_11,EDG,GN,hourly,sell,11,300,33,,,,
GN_HYD_ROR_12,EDG,GN,hourly,sell,12,300,33,,,,
GN_HYD_ROR_13,EDG,GN,hourly,sell,13,300,33,,,,
GN_HYD_ROR_14,EDG,GN,hourly,sell,14,300,33,,,,
GN_HYD_ROR_15,EDG,GN,hourly,sell,15,300,33,,,,
GN_HYD_ROR_16,EDG,GN,hourly,sell,16,300,33,,,,
GN_HYD_ROR_17,EDG,GN,hourly,sell,17,300,33,,,,
GN_HYD_ROR_18,EDG,GN,hourly,sell,18,300,33,,,,
GN_HYD_ROR_19,EDG,GN,hourly,sell,19,300,33,,,,
GN_HYD_ROR_20,EDG,GN,hourly,sell,20,300,33,,,,
GN_HYD_ROR_21,EDG,GN,hourly,sell,21,300,33,,,,
GN_HYD_ROR_22,EDG,GN,hourly,sell,22,300,33,,,,
GN_HYD_ROR_23,EDG,GN,hourly,sell,23,300,33,,,,
GN_HYD_ROR_24,EDG,GN,hourly,sell,24,300,33,,,,
GN_HFO_TEP_01,EDG,GN,hourly,sell,1,100,150,,,,
GN_HFO_TEP_02,EDG,GN,hourly,sell,2,100,150,,,,
GN_HFO_TEP_03,EDG,GN,hourly,sell,3,100,150,,,,
GN_HFO_TEP_04,EDG,GN,hourly,sell,4,100,150,,,,
GN_HFO_TEP_05,EDG,GN,hourly,sell,5,100,150,,,,
GN_HFO_TEP_06,EDG,GN,hourly,sell,6,100,150,,,,
GN_HFO_TEP_07,EDG,GN,hourly,sell,7,100,150,,,,
GN_HFO_TEP_08,EDG,GN,hourly,sell,8,100,150,,,,
GN_HFO_TEP_09,EDG,GN,hourly,sell,9,100,150,,,,
GN_HFO_TEP_10,EDG,GN,hourly,sell,10,100,150,,,,
GN_HFO_TEP_11,EDG,GN,hourly,sell,11,100,150,,,,
GN_HFO_TEP_12,EDG,GN,hourly,sell,12,100,150,,,,
GN_HFO_TEP_13,EDG,GN,hourly,sell,13,100,150,,,,
GN_HFO_TEP_14,EDG,GN,hourly,sell,14,100,150,,,,
GN_HFO_TEP_15,EDG,GN,hourly,sell,15,100,150,,,,
GN_HFO_TEP_16,EDG,GN,hourly,sell,16,100,150,,,,
GN_HFO_TEP_17,EDG,GN,hourly,sell,17,100,150,,,,
GN_HFO_TEP_18,EDG,GN,hourly,sell,18,100,150,,,,
GN_HFO_TEP_19,EDG,GN,hourly,sell,19,100,150,,,,
GN_HFO_TEP_20,EDG,GN,hourly,sell,20,100,150,,,,
GN_HFO_TEP_21,EDG,GN,hourly,sell,21,100,150,,,,
GN_HFO_TEP_22,EDG,GN,hourly,sell,22,100,150,,,,
GN_HFO_TEP_23,EDG,GN,hourly,sell,23,100,150,,,,
GN_HFO_TEP_24,EDG,GN,hourly,sell,24,100,150,,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,1,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,2,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,3,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,4,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,5,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,6,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,7,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,8,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,9,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,10,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,11,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,12,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,13,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,14,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,15,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,16,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,17,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,18,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,19,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,20,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,21,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,22,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,23,115,61.0,0.6,,,
SN_SENDOU,SN_IPP_COAL,SN,block,sell,24,115,61.0,0.6,,,
SN_KOUN_PK,SN_IPP_HFO,SN,block,sell,18,67,160.0,1.0,,,
SN_KOUN_PK,SN_IPP_HFO,SN,block,sell,19,67,160.0,1.0,,,
SN_KOUN_PK,SN_IPP_HFO,SN,block,sell,20,67,160.0,1.0,,,
SN_KOUN_PK,SN_IPP_HFO,SN,block,sell,21,67,160.0,1.0,,,
SN_KOUN_PK,SN_IPP_HFO,SN,block,sell,22,67,160.0,1.0,,,
SN_KOUN_PK,SN_IPP_HFO,SN,block,sell,23,67,160.0,1.0,,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,7,67,125.0,1.0,SN_KOUN_PK,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,8,67,125.0,1.0,SN_KOUN_PK,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,9,67,125.0,1.0,SN_KOUN_PK,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,10,67,125.0,1.0,SN_KOUN_PK,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,11,67,125.0,1.0,SN_KOUN_PK,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,12,67,125.0,1.0,SN_KOUN_PK,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,13,67,125.0,1.0,SN_KOUN_PK,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,14,67,125.0,1.0,SN_KOUN_PK,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,15,67,125.0,1.0,SN_KOUN_PK,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,16,67,125.0,1.0,SN_KOUN_PK,,
SN_KOUN_DAY,SN_IPP_HFO,SN,block,sell,17,67,125.0,1.0,SN_KOUN_PK,,
SN_TOB_PK,SN_IPP_HFO,SN,block,sell,18,96,150.0,1.0,,,
SN_TOB_PK,SN_IPP_HFO,SN,block,sell,19,96,150.0,1.0,,,
SN_TOB_PK,SN_IPP_HFO,SN,block,sell,20,96,150.0,1.0,,,
SN_TOB_PK,SN_IPP_HFO,SN,block,sell,21,96,150.0,1.0,,,
SN_TOB_PK,SN_IPP_HFO,SN,block,sell,22,96,150.0,1.0,,,
SN_TOB_PK,SN_IPP_HFO,SN,block,sell,23,96,150.0,1.0,,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,7,96,122.0,1.0,SN_TOB_PK,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,8,96,122.0,1.0,SN_TOB_PK,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,9,96,122.0,1.0,SN_TOB_PK,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,10,96,122.0,1.0,SN_TOB_PK,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,11,96,122.0,1.0,SN_TOB_PK,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,12,96,122.0,1.0,SN_TOB_PK,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,13,96,122.0,1.0,SN_TOB_PK,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,14,96,122.0,1.0,SN_TOB_PK,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,15,96,122.0,1.0,SN_TOB_PK,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,16,96,122.0,1.0,SN_TOB_PK,,
SN_TOB_DAY,SN_IPP_HFO,SN,block,sell,17,96,122.0,1.0,SN_TOB_PK,,
SN_CDB_PK,SN_IPP_HFO,SN,block,sell,18,86,165.0,1.0,,,
SN_CDB_PK,SN_IPP_HFO,SN,block,sell,19,86,165.0,1.0,,,
SN_CDB_PK,SN_IPP_HFO,SN,block,sell,20,86,165.0,1.0,,,
SN_CDB_PK,SN_IPP_HFO,SN,block,sell,21,86,165.0,1.0,,,
SN_CDB_PK,SN_IPP_HFO,SN,block,sell,22,86,165.0,1.0,,,
SN_CDB_PK,SN_IPP_HFO,SN,block,sell,23,86,165.0,1.0,,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,7,86,128.0,1.0,SN_CDB_PK,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,8,86,128.0,1.0,SN_CDB_PK,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,9,86,128.0,1.0,SN_CDB_PK,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,10,86,128.0,1.0,SN_CDB_PK,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,11,86,128.0,1.0,SN_CDB_PK,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,12,86,128.0,1.0,SN_CDB_PK,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,13,86,128.0,1.0,SN_CDB_PK,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,14,86,128.0,1.0,SN_CDB_PK,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,15,86,128.0,1.0,SN_CDB_PK,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,16,86,128.0,1.0,SN_CDB_PK,,
SN_CDB_DAY,SN_IPP_HFO,SN,block,sell,17,86,128.0,1.0,SN_CDB_PK,,
SN_MAL_6H,SN_IPP_HFO,SN,block,sell,18,120,145.0,1.0,,SN_MAL,
SN_MAL_6H,SN_IPP_HFO,SN,block,sell,19,120,145.0,1.0,,SN_MAL,
SN_MAL_6H,SN_IPP_HFO,SN,block,sell,20,120,145.0,1.0,,SN_MAL,
SN_MAL_6H,SN_IPP_HFO,SN,block,sell,21,120,145.0,1.0,,SN_MAL,
SN_MAL_6H,SN_IPP_HFO,SN,block,sell,22,120,145.0,1.0,,SN_MAL,
SN_MAL_6H,SN_IPP_HFO,SN,block,sell,23,120,145.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,12,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,13,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,14,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,15,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,16,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,17,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,18,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,19,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,20,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,21,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,22,120,135.0,1.0,,SN_MAL,
SN_MAL_12H,SN_IPP_HFO,SN,block,sell,23,120,135.0,1.0,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,1,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,2,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,3,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,4,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,5,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,6,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,7,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,8,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,9,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,10,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,11,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,12,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,13,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,14,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,15,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,16,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,17,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,18,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,19,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,20,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,21,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,22,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,23,120,128.0,0.7,,SN_MAL,
SN_MAL_24H,SN_IPP_HFO,SN,block,sell,24,120,128.0,0.7,,SN_MAL,
SN_TAG_2H,SENELEC,SN,block,sell,20,100,380.0,1.0,,SN_TAGPK,
SN_TAG_2H,SENELEC,SN,block,sell,21,100,380.0,1.0,,SN_TAGPK,
SN_TAG_4H,SENELEC,SN,block,sell,19,100,360.0,1.0,,SN_TAGPK,
SN_TAG_4H,SENELEC,SN,block,sell,20,100,360.0,1.0,,SN_TAGPK,
SN_TAG_4H,SENELEC,SN,block,sell,21,100,360.0,1.0,,SN_TAGPK,
SN_TAG_4H,SENELEC,SN,block,sell,22,100,360.0,1.0,,SN_TAGPK,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,1,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,2,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,3,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,4,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,5,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,6,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,7,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,8,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,9,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,10,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,11,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,12,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,13,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,14,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,15,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,16,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,17,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,18,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,19,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,20,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,21,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,22,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,23,40,200.0,1.0,,,
SN_CIMENT,SN_IND_CIMENT,SN,block,buy,24,40,200.0,1.0,,,
ML_SEL_PK,EDM,ML,block,sell,18,46,40.0,1.0,,ML_SEL,
ML_SEL_PK,EDM,ML,block,sell,19,46,40.0,1.0,,ML_SEL,
ML_SEL_PK,EDM,ML,block,sell,20,46,40.0,1.0,,ML_SEL,
ML_SEL_PK,EDM,ML,block,sell,21,46,40.0,1.0,,ML_SEL,
ML_SEL_PK,EDM,ML,block,sell,22,46,40.0,1.0,,ML_SEL,
ML_SEL_PK,EDM,ML,block,sell,23,46,40.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,12,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,13,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,14,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,15,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,16,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,17,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,18,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,19,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,20,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,21,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,22,30,38.0,1.0,,ML_SEL,
ML_SEL_12H,EDM,ML,block,sell,23,30,38.0,1.0,,ML_SEL,
ML_BAL_PK,EDM,ML,block,sell,18,90,240.0,1.0,,,
ML_BAL_PK,EDM,ML,block,sell,19,90,240.0,1.0,,,
ML_BAL_PK,EDM,ML,block,sell,20,90,240.0,1.0,,,
ML_BAL_PK,EDM,ML,block,sell,21,90,240.0,1.0,,,
ML_BAL_PK,EDM,ML,block,sell,22,90,240.0,1.0,,,
ML_BAL_PK,EDM,ML,block,sell,23,90,240.0,1.0,,,
ML_BAL_DAY,EDM,ML,block,sell,7,90,215.0,1.0,ML_BAL_PK,,
ML_BAL_DAY,EDM,ML,block,sell,8,90,215.0,1.0,ML_BAL_PK,,
ML_BAL_DAY,EDM,ML,block,sell,9,90,215.0,1.0,ML_BAL_PK,,
ML_BAL_DAY,EDM,ML,block,sell,10,90,215.0,1.0,ML_BAL_PK,,
ML_BAL_DAY,EDM,ML,block,sell,11,90,215.0,1.0,ML_BAL_PK,,
ML_BAL_DAY,EDM,ML,block,sell,12,90,215.0,1.0,ML_BAL_PK,,
